Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2023-02-06 00:00:00-05:00,,,,,0,0.655,0.0
2023-02-07 00:00:00-05:00,153.07420349121094,153.9209514644398,151.06563154371426,153.0151304969288,1006100,0.0,0.0
2023-02-08 00:00:00-05:00,148.36785888671875,152.76897707367092,148.04294240713133,152.61143907926794,1652700,0.0,0.0
2023-02-09 00:00:00-05:00,146.7629852294922,150.78011429345855,146.3396187344024,149.0373857603173,916000,0.0,0.0
2023-02-10 00:00:00-05:00,148.1315460205078,148.1512420249396,145.49285232532822,146.7728221877039,825600,0.0,0.0
2023-02-13 00:00:00-05:00,149.3721466064453,150.05150104608256,148.2201631543012,148.7223136395051,746100,0.0,0.0
2023-02-14 00:00:00-05:00,147.0091094970703,149.58873012102254,146.20175362469362,149.0865947012632,845800,0.0,0.0
2023-02-15 00:00:00-05:00,146.95004272460938,147.2552631901362,145.8571473335507,146.33960179355574,689800,0.0,0.0
2023-02-16 00:00:00-05:00,145.18763732910156,145.6110037866024,141.9286320489963,144.59687736310272,1445300,0.0,0.0
2023-02-17 00:00:00-05:00,147.30450439453125,148.32847134167687,144.2424290205216,144.89226199925946,2711300,0.0,0.0
2023-02-21 00:00:00-05:00,145.38455200195312,146.63497039028388,145.04979503296616,146.25098092029293,1106600,0.0,0.0
2023-02-22 00:00:00-05:00,144.41966247558594,146.3888425913064,144.0455284696824,145.83747456268898,633000,0.0,0.0
2023-02-23 00:00:00-05:00,141.6431121826172,145.08917704106184,141.33789169893905,144.7347240546758,1018200,0.0,0.0
2023-02-24 00:00:00-05:00,139.3785400390625,140.2646799390853,138.17733919192986,139.85113897155182,917700,0.0,0.0
2023-02-27 00:00:00-05:00,137.62599182128906,141.82033989881512,137.05492780673643,140.38284688257184,1159600,0.0,0.0
2023-02-28 00:00:00-05:00,138.21673583984375,139.6640842038489,136.37554249916903,136.91706995230865,2130300,0.0,0.0
2023-03-01 00:00:00-05:00,136.01124572753906,138.42348793422363,134.59343389337283,134.69189889105354,6564700,0.0,0.0
2023-03-02 00:00:00-05:00,136.42478942871094,137.45861194429656,135.51896842203772,135.7946524230404,5301100,0.0,0.0
2023-03-03 00:00:00-05:00,137.54722595214844,138.48258348792658,135.70604737997925,137.15339594455295,2557500,0.0,0.0
2023-03-06 00:00:00-05:00,137.76382446289062,139.10286740032458,137.0647740092919,137.84259346199266,1368800,0.0,0.0
