Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-07 00:00:00-05:00,17.021980129323694,17.134273662809747,16.900326719028012,17.106201171875,10086300,0.0,0.0
2023-02-08 00:00:00-05:00,17.096841189981685,17.22785089285756,16.975187793134086,17.050050735473633,11770300,0.0,0.0
2023-02-09 00:00:00-05:00,17.096840981125386,17.124913468613947,16.806745521339298,16.834819793701172,9447500,0.0,0.0
2023-02-10 00:00:00-05:00,16.965830171421644,17.190420789524666,16.900325318172175,17.181062698364258,12983900,0.0,0.0
2023-02-13 00:00:00-05:00,17.134272111703858,17.321430363735878,17.115557714399355,17.209135055541992,9579500,0.0,0.0
2023-02-14 00:00:00-05:00,17.124915437189692,17.302715612840423,17.05005248715889,17.134273529052734,9409200,0.0,0.0
2023-02-15 00:00:00-05:00,17.059410868859114,17.059410868859114,16.862896291017066,17.02198028564453,12341700,0.0,0.0
2023-02-16 00:00:00-05:00,16.872253276097833,17.059409749639038,16.76931605548244,16.92840003967285,10909100,0.0,0.0
2023-02-17 00:00:00-05:00,16.788032851754643,16.81610534213124,16.544727820874314,16.591516494750977,21545200,0.0,0.0
2023-02-21 00:00:00-05:00,16.49793747636521,16.563444119069036,16.21720186141428,16.235918045043945,15301700,0.0,0.0
2023-02-22 00:00:00-05:00,16.198485688696444,16.40436013901442,16.151697014464272,16.207843780517578,10744900,0.0,0.0
2023-02-23 00:00:00-05:00,16.395001105980334,16.432431686242534,16.217200941333015,16.357568740844727,11145100,0.0,0.0
2023-02-24 00:00:00-05:00,16.20784550966262,16.338855239388366,16.161056830438767,16.320140838623047,11470100,0.0,0.0
2023-02-27 00:00:00-05:00,16.41371950085184,16.4605081787043,16.179772541842258,16.245277404785156,8310300,0.0,0.0
2023-02-28 00:00:00-05:00,16.31077985398452,16.31077985398452,15.964537620544434,15.964537620544434,11657700,0.0,0.0
2023-03-01 00:00:00-05:00,16.114262888266136,16.348209803638095,16.039399946742044,16.151695251464844,10063300,0.0,0.0
2023-03-02 00:00:00-05:00,16.123623074317898,16.36692811210683,16.10490689028639,16.33885383605957,8145600,0.0,0.0
2023-03-03 00:00:00-05:00,16.329498471761134,16.563445431042105,16.245277423630093,16.51665496826172,8335300,0.0,0.0
2023-03-06 00:00:00-05:00,16.488582611083984,16.6195923381993,16.42307596265266,16.488582611083984,10178700,0.0,0.0
2023-03-07 00:00:00-05:00,16.432432618534893,16.432432618534893,16.198485677784614,16.235918045043945,14383100,0.0,0.0
2023-03-08 00:00:00-05:00,16.217201872338716,16.366927771729873,16.076834064768693,16.207843780517578,9859400,0.0,0.0
2023-03-09 00:00:00-05:00,16.3014212909942,16.37628423323692,16.001969522023312,16.039400100708008,9756800,0.0,0.0
2023-03-10 00:00:00-05:00,16.011328015824194,16.114263448452384,15.665085783692886,15.693160057067871,15625100,0.0,0.0
2023-03-13 00:00:00-04:00,15.440498364717426,15.955180929591922,15.318846738703403,15.768024444580078,20167000,0.0,0.0
2023-03-14 00:00:00-04:00,15.861602468462346,16.18912674050931,15.655728029034636,15.85224437713623,14742100,0.0,0.0
2023-03-15 00:00:00-04:00,15.562148549240673,15.796095472490597,15.328201625990749,15.515359878540039,24330400,0.0,0.0
2023-03-16 00:00:00-04:00,15.365634945382,15.487286567687988,15.141046099289296,15.487286567687988,25117000,0.0,0.0
