Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-07 00:00:00-05:00,34.8996012037081,35.323643007237976,34.40652968907683,35.23488998413086,1350100,0.0,0.0
2023-02-08 00:00:00-05:00,35.05737945766213,35.36308511192639,34.929179826927225,35.04751968383789,1232100,0.0,0.0
2023-02-09 00:00:00-05:00,35.13659471098308,35.39393148983514,34.93864130959461,35.047515869140625,1322300,0.13,0.0
2023-02-10 00:00:00-05:00,35.00792539366953,35.69086445840398,35.00792539366953,35.57209014892578,1078600,0.0,0.0
2023-02-13 00:00:00-05:00,35.621584543088616,35.948204484475305,35.44342683846042,35.581993103027344,1784400,0.0,0.0
2023-02-14 00:00:00-05:00,35.57209381082916,35.62158499936345,35.11680357123531,35.27516555786133,1204600,0.0,0.0
2023-02-15 00:00:00-05:00,35.176188992083475,35.62158323732741,35.12670158164468,35.54240036010742,1223100,0.0,0.0
2023-02-16 00:00:00-05:00,35.12669987002189,35.85912257038093,34.839667617556785,35.809635162353516,1997200,0.0,0.0
2023-02-17 00:00:00-05:00,35.80963522710874,36.156050859574286,35.63147753737011,35.92840576171875,1835500,0.0,0.0
2023-02-21 00:00:00-05:00,35.750248796856454,35.829431671966795,34.85946410574888,35.017826080322266,2000600,0.0,0.0
2023-02-22 00:00:00-05:00,35.195985044993336,35.48301353851789,34.918848747743944,35.05741500854492,1468800,0.0,0.0
2023-02-23 00:00:00-05:00,35.225677330575664,35.433526725283016,34.6021253708061,34.928749084472656,1174100,0.0,0.0
2023-02-24 00:00:00-05:00,34.58232890384093,34.9881317123989,34.58232890384093,34.7604866027832,955700,0.0,0.0
2023-02-27 00:00:00-05:00,34.94854147452595,35.106903442402555,34.52294297792374,34.74068832397461,1020900,0.0,0.0
2023-02-28 00:00:00-05:00,34.710997990112624,34.96833855773894,34.65161083397256,34.83966827392578,1933000,0.0,0.0
2023-03-01 00:00:00-05:00,34.74069248863133,34.83967109019906,33.93898658199448,34.19632339477539,1273700,0.0,0.0
2023-03-02 00:00:00-05:00,34.146836823701406,34.68130995840174,34.03796224711641,34.60212707519531,948600,0.0,0.0
2023-03-03 00:00:00-05:00,34.70110586746664,35.097008958703604,34.621922983830615,34.95844268798828,1456100,0.0,0.0
2023-03-06 00:00:00-05:00,34.92875099444863,35.136600400521615,34.73079756100629,34.95844268798828,1336000,0.0,0.0
2023-03-07 00:00:00-05:00,35.01782783146639,35.057415495353936,34.43386731309091,34.75059127807617,1196700,0.0,0.0
2023-03-08 00:00:00-05:00,34.72090079590036,34.829771594943445,34.42396876469022,34.671409606933594,1390300,0.0,0.0
2023-03-09 00:00:00-05:00,34.839673824299425,34.96834412861129,34.41407524327762,34.45366668701172,1067600,0.0,0.0
2023-03-10 00:00:00-05:00,34.48335189584012,34.760484398555754,34.206219393124485,34.31509017944336,1550100,0.0,0.0
2023-03-13 00:00:00-04:00,34.1864270705362,34.96834102445828,34.14683563031665,34.68130874633789,1712800,0.0,0.0
2023-03-14 00:00:00-04:00,35.007924091306236,35.59188454308438,34.98812837379631,35.473114013671875,1693200,0.0,0.0
2023-03-15 00:00:00-04:00,35.245472276891,35.878920194848185,34.9485440373045,35.779945373535156,2147500,0.0,0.0
2023-03-16 00:00:00-04:00,35.859125935290656,36.32431592082421,35.72055966955238,36.1164665222168,2115100,0.0,0.0
2023-03-17 00:00:00-04:00,36.195645376975946,36.26492850936582,35.48301455736868,35.70076370239258,2568100,0.0,0.0
2023-03-20 00:00:00-04:00,35.81953389984754,36.40349442122043,35.81953389984754,36.18574905395508,1424000,0.0,0.0
2023-03-21 00:00:00-04:00,36.35400521138977,36.45298380584015,36.146155826514956,36.39359664916992,1424500,0.0,0.0
2023-03-22 00:00:00-04:00,36.413394064593575,36.591551767257464,35.98779552774622,36.007591247558594,927700,0.0,0.0
2023-03-23 00:00:00-04:00,35.9185103350075,36.126359717638564,35.641374049185465,35.79973602294922,818300,0.0,0.0
2023-03-24 00:00:00-04:00,35.819533908123326,36.27482791392336,35.66117192478125,36.24513244628906,1057000,0.0,0.0
2023-03-27 00:00:00-04:00,36.37380283249046,36.65093536014985,36.25503228858609,36.36390686035156,931900,0.0,0.0
2023-03-28 00:00:00-04:00,36.31441633367513,36.62124433463085,36.2847246410705,36.4727783203125,756300,0.0,0.0
2023-03-29 00:00:00-04:00,36.60144615728896,36.799399571208944,36.452983928584466,36.63113784790039,826100,0.0,0.0
2023-03-30 00:00:00-04:00,36.720216200252125,36.90827363998167,36.621241382450364,36.81919479370117,905700,0.0,0.0
2023-03-31 00:00:00-04:00,36.908275716630094,37.195307990311306,36.83899258514118,37.145816802978516,2496800,0.0,0.0
2023-04-03 00:00:00-04:00,36.94786459688886,37.27448451190513,36.84888600472694,37.06663513183594,1391900,0.0,0.0
2023-04-04 00:00:00-04:00,37.14581363480825,37.19530481791993,36.87857710372329,37.13591766357422,1409200,0.0,0.0
2023-04-05 00:00:00-04:00,37.274487061577084,38.34343327616114,37.14581677078882,38.16527557373047,1669100,0.0,0.0
2023-04-06 00:00:00-04:00,38.06629454855108,38.49189305771476,38.06629454855108,38.383018493652344,1154300,0.0,0.0
2023-04-10 00:00:00-04:00,38.20486384675757,38.3038424472679,37.99701444915719,38.15537643432617,1235500,0.0,0.0
