Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2023-02-06 00:00:00-05:00,,,,,0,0.5,0.0
2023-02-07 00:00:00-05:00,68.8509750366211,69.12150813212675,67.13115118250035,67.29540236598963,4129200,0.0,0.0
2023-02-08 00:00:00-05:00,68.8316421508789,69.092518596956,68.02970692363165,68.4644911717955,4077200,0.0,0.0
2023-02-09 00:00:00-05:00,68.39686584472656,69.71089011498984,68.33889657063311,69.30509045338702,3870200,0.0,0.0
2023-02-10 00:00:00-05:00,68.98623657226562,69.01522120589625,68.02004280338649,68.12632470768106,3015400,0.0,0.0
2023-02-13 00:00:00-05:00,69.9427719116211,70.04905382438291,68.83164751459469,69.0055627017073,2935500,0.0,0.0
2023-02-14 00:00:00-05:00,69.61426544189453,70.23262887709983,69.21812245012079,69.86547051955858,2783000,0.0,0.0
2023-02-15 00:00:00-05:00,69.9910888671875,70.01040950184704,69.18914615653856,69.44035863595951,2924200,0.0,0.0
2023-02-16 00:00:00-05:00,70.02005767822266,70.64808504908423,69.43067893941885,69.46932757147664,3215300,0.0,0.0
2023-02-17 00:00:00-05:00,70.08769989013672,70.6287660650825,69.73020552656253,69.97175397915957,7285400,0.0,0.0
2023-02-21 00:00:00-05:00,68.6480712890625,69.7302036091988,68.09734112714354,69.5659524351029,4008200,0.0,0.0
2023-02-22 00:00:00-05:00,68.46449279785156,68.81232315323314,68.02970853936142,68.54179007048606,2484600,0.0,0.0
2023-02-23 00:00:00-05:00,68.19396209716797,69.36305574357576,67.71086518353795,68.8123255568965,3646000,0.0,0.0
2023-02-24 00:00:00-05:00,69.41136169433594,69.78818407242734,67.55627129691571,67.56593529929599,5222400,0.0,0.0
2023-02-27 00:00:00-05:00,69.3533935546875,69.94277239444465,69.10218108901869,69.52730874300066,3049500,0.0,0.0
2023-02-28 00:00:00-05:00,69.30509185791016,69.8558220873819,69.27609984880155,69.64325824943236,3567000,0.0,0.0
2023-03-01 00:00:00-05:00,68.86063385009766,70.26161938404775,68.7543593061869,69.09252568628719,4878200,0.0,0.0
