Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2023-02-06 00:00:00-05:00,,,,,0,0.25,0.0
2023-02-07 00:00:00-05:00,98.58553314208984,99.13075532158916,96.20640106483285,96.40465955024546,2603600,0.0,0.0
2023-02-08 00:00:00-05:00,96.56327819824219,98.28815132694406,95.9090115434826,98.03040922994089,3255800,0.0,0.0
2023-02-09 00:00:00-05:00,96.86065673828125,98.33770282338645,96.78135032165216,98.05023029848924,2573800,0.0,0.0
2023-02-10 00:00:00-05:00,97.73300170898438,97.92135255207627,96.24604047550338,96.30552406773425,2387200,0.0,0.0
2023-02-13 00:00:00-05:00,99.64623260498047,99.73545421818162,97.41579059494613,97.79249230812088,2534500,0.0,0.0
2023-02-14 00:00:00-05:00,98.30797576904297,99.73546117522359,97.73301552898944,98.57563306424034,2264700,0.0,0.0
2023-02-15 00:00:00-05:00,98.37735748291016,99.14066851884189,96.88048855310477,97.09856985743757,2440700,0.0,0.0
2023-02-16 00:00:00-05:00,96.30553436279297,97.1283214817466,95.53231564881794,96.88049458300708,3374900,0.0,0.0
2023-02-17 00:00:00-05:00,93.55960845947266,95.59179206240489,92.34030434817474,95.45300960360801,5028700,0.0,0.0
2023-02-21 00:00:00-05:00,89.47542572021484,92.87561107654645,89.2870748568164,91.16064560795047,4763000,0.0,0.0
2023-02-22 00:00:00-05:00,90.34777069091797,91.21021099347507,89.75298766570599,90.28829465731972,3624000,0.0,0.0
2023-02-23 00:00:00-05:00,91.4580307006836,91.75541840839308,89.78271863053932,90.82359451521228,2140700,0.0,0.0
2023-02-24 00:00:00-05:00,90.36760711669922,91.02186621923308,89.02933576669099,89.39612231223741,2451000,0.0,0.0
2023-02-27 00:00:00-05:00,90.69473266601562,91.96360521833566,90.18917122171987,91.51751981146836,1875300,0.0,0.0
2023-02-28 00:00:00-05:00,91.67613220214844,92.01317316332148,90.51629653657326,90.53612692433458,2058600,0.0,0.0
2023-03-01 00:00:00-05:00,90.09994506835938,92.25108069530802,90.0503766642788,91.26968831174082,1932800,0.0,0.0
2023-03-02 00:00:00-05:00,90.00081634521484,90.47663974961071,88.27594326889565,89.19785962337389,2647700,0.0,0.0
2023-03-03 00:00:00-05:00,91.9735107421875,92.3898580865659,90.43698861991214,91.259768115781,2743900,0.0,0.0
2023-03-06 00:00:00-05:00,90.66499328613281,92.03299506798788,90.3973435586461,91.14082426764759,2321200,0.0,0.0
2023-03-07 00:00:00-05:00,90.37751007080078,91.91403984192597,90.06029194836498,91.49769247430584,1926400,0.0,0.0
2023-03-08 00:00:00-05:00,92.97473907470703,93.01439228557813,90.5162929422353,91.03177712048296,3209400,0.0,0.0
2023-03-09 00:00:00-05:00,94.11474609375,95.74048995494198,93.23248293358155,93.33161218110267,4928600,0.0,0.0
2023-03-10 00:00:00-05:00,93.28204345703125,96.51370834409815,92.2213446297188,94.38239549583199,4655900,0.0,0.0
