Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2023-02-06 00:00:00-05:00,,,,,0,0.365,0.0
2023-02-07 00:00:00-05:00,28.649354934692383,28.866321999185402,28.03790674449635,28.254871927946017,50780800,0.0,0.0
2023-02-08 00:00:00-05:00,27.850528717041016,28.7183932785569,27.820941783906328,28.55073775288066,36479100,0.0,0.0
2023-02-09 00:00:00-05:00,27.347558975219727,28.42252630114749,27.18976577884898,28.284457724583906,43906400,0.0,0.0
2023-02-10 00:00:00-05:00,27.416593551635742,27.6039736796865,26.962938577562984,27.24893804359944,31232500,0.0,0.0
2023-02-13 00:00:00-05:00,28.15625,28.15625,27.33769707613468,27.48562984586819,32347500,0.0,0.0
2023-02-14 00:00:00-05:00,28.245010375976562,28.32390697944407,27.60397523767261,27.9885959444463,27928900,0.0,0.0
2023-02-15 00:00:00-05:00,28.452116012573242,28.48170106413319,27.771631611042544,27.968874066311677,23359400,0.0,0.0
2023-02-16 00:00:00-05:00,27.811080932617188,28.432391470685932,27.74204475634869,28.10694273530831,28972500,0.0,0.0
2023-02-17 00:00:00-05:00,27.229217529296875,27.68287254043394,27.002388142684893,27.613838245786425,32086200,0.0,0.0
2023-02-21 00:00:00-05:00,25.700590133666992,26.893903264496902,25.68086739544683,26.736110072476237,63668400,0.0,0.0
2023-02-22 00:00:00-05:00,25.118730545043945,26.529009041840272,24.951075019948366,25.552662824299006,89195300,0.0,0.0
2023-02-23 00:00:00-05:00,25.256797790527344,25.720315062537207,24.970796450895147,25.424453294197846,56473200,0.0,0.0
2023-02-24 00:00:00-05:00,24.79327964782715,25.00038439893904,24.576314467606267,24.872176248002315,44089900,0.0,0.0
2023-02-27 00:00:00-05:00,24.556591033935547,25.227213108352213,24.53686641267778,25.19762617646557,37657000,0.0,0.0
2023-02-28 00:00:00-05:00,24.5861759185791,24.773556042838255,24.38893348451228,24.596038228386767,50255300,0.0,0.0
2023-03-01 00:00:00-05:00,24.98065948486328,25.562522609703713,24.625623847728562,24.68479770794655,47823400,0.0,0.0
2023-03-02 00:00:00-05:00,25.838661193847656,25.937280530392545,24.77355618219073,24.862313208872475,48309300,0.0,0.0
2023-03-03 00:00:00-05:00,26.035903930664062,26.114800535140123,25.651283218973703,25.83866335999563,36744900,0.0,0.0
2023-03-06 00:00:00-05:00,25.631559371948242,26.173975190021057,25.57238738706441,26.104939013105856,37879800,0.0,0.0
2023-03-07 00:00:00-05:00,25.177902221679688,25.63155720246365,25.148315291220303,25.483626312253374,43164600,0.0,0.0
2023-03-08 00:00:00-05:00,25.621694564819336,25.651281494900548,25.099005300687704,25.20748694889888,36071900,0.0,0.0
2023-03-09 00:00:00-05:00,26.075353622436523,26.607905241559504,25.611834417244964,25.621696728104727,54886100,0.0,0.0
2023-03-10 00:00:00-05:00,26.844593048095703,27.140456708594634,25.957005828685553,26.18383331833774,65187000,0.0,0.0
2023-03-13 00:00:00-04:00,26.578317642211914,26.933351393912353,26.243006629296904,26.37121289609698,50977000,0.0,0.0
2023-03-14 00:00:00-04:00,27.623699188232422,27.712458100109167,26.874180532964,26.972801755165204,47689800,0.0,0.0
2023-03-15 00:00:00-04:00,28.0181827545166,28.10694166816269,27.27852639482811,27.347560687432093,49322800,0.0,0.0
2023-03-16 00:00:00-04:00,29.763771057128906,29.852529967322596,27.998457044435867,27.998457044435867,75779500,0.0,0.0
2023-03-17 00:00:00-04:00,29.398874282836914,30.57246290155656,29.03397819836393,29.507357817647293,80628500,0.0,0.0
2023-03-20 00:00:00-04:00,28.75783920288086,29.487633254298643,28.235148029913635,29.389012029827395,38780100,0.0,0.0
2023-03-21 00:00:00-04:00,28.067493438720703,28.767702462631092,27.594113802891503,28.60004693981115,55650800,0.0,0.0
2023-03-22 00:00:00-04:00,27.74204444885254,28.71839252520691,27.712459397537433,28.087217802195216,37415500,0.0,0.0
2023-03-23 00:00:00-04:00,28.6296329498291,28.757839225009995,27.83080272393637,27.988595930794425,43785500,0.0,0.0
2023-03-24 00:00:00-04:00,28.955080032348633,29.398872696082556,28.531010107571134,28.6394936365263,55912100,0.0,0.0
